경기,"7,353,498","15,028"
서울,"5,318,646","10,487"
경남,"1,618,087","2,740"
부산,"1,597,132","2,928"
인천,"1,574,807","3,089"
경북,"1,247,116","2,592"
대구,"1,190,106","2,407"
충남,"1,096,521","2,077"
